2.666,126.4420645
2.671,126.4962581
2.654,126.5262857
2.667,126.5522857
2.681,126.5782857
2.733,126.6042857
2.782,126.6066452
2.819,126.6050645
2.842,126.6034839
2.877,126.6019032
2.915,126.5621
2.936,126.4713333
2.941,126.3805667
2.948,126.2898
2.962,126.2085484
2.95,126.1843871
2.908,126.1602258
2.871,126.1360645
2.841,126.1119032
2.819,126.114
2.82,126.1266
2.814,126.1392
2.802,126.1518
2.791,126.1498065
2.797,126.1283548
2.797,126.1069032
2.802,126.0854516
2.837,126.064
2.85,126.0766452
2.854,126.0892903
2.868,126.1019355
2.87,126.1145806
2.875,126.1454667
2.872,126.1900333
2.853,126.2346
2.841,126.2791667
2.845,126.3266774
2.849,126.3815484
2.841,126.4364194
2.831,126.4912903
2.831,126.5461613
2.842,126.6072
2.83,126.6692667
2.812,126.7313333
2.817,126.7934
2.842,126.8794839
2.846,126.9835806
2.868,127.0876774
2.891,127.1917742
2.903,127.3009355
2.934,127.4404839
2.96,127.5800323
2.974,127.7195806
3.034,127.859129
3.062,127.99525
3.12,128.13
3.23,128.26475
3.346,128.3995
3.407,128.5121935
3.435,128.6160645
3.487,128.7199355
3.547,128.8238065
3.616,128.9107333
3.655,128.9553
3.683,128.9998667
3.744,129.0444333
3.77,129.089
3.802,129.0756774
3.778,129.0623548
3.752,129.0490323
3.732,129.0357097
3.704,129.0432
3.668,129.0663
3.613,129.0894
3.563,129.1125
3.553,129.1338387
3.563,129.1507742
3.574,129.1677097
3.595,129.1846452
3.606,129.2015806
3.578,129.2405806
3.57,129.2832581
3.58,129.3259355
3.619,129.3686129
3.641,129.4306
3.648,129.5183333
3.623,129.6060667
3.592,129.6938
3.567,129.7706452
3.579,129.7821613
3.567,129.7936774
3.538,129.8051935
3.513,129.8167097
3.489,129.8268333
3.445,129.8364
3.389,129.8459667
3.341,129.8555333
3.282,129.8980645
3.186,129.9845484
3.119,130.0710323
3.08,130.1575161
3.056,130.244
3.047,130.2792258
3.058,130.3144516
3.077,130.3496774
3.116,130.3849032
3.119,130.4546207
3.145,130.5502069
3.242,130.6457931
3.38,130.7413793
3.529,130.8261935
3.671,130.8966452
3.734,130.9670968
3.793,131.0375484
3.833,131.108
3.845,131.1173333
3.842,131.1266667
3.831,131.136
3.809,131.1453333
3.808,131.0983226
3.801,131.0287742
3.788,130.9592258
3.776,130.8896774
3.756,130.8295333
3.737,130.7929
3.681,130.7562667
3.63,130.7196333
3.595,130.683
3.556,130.7012903
3.537,130.7195806
3.512,130.737871
3.509,130.7561613
3.545,130.7909677
3.582,130.8381613
3.624,130.8853548
3.689,130.9325484
3.749,130.9776667
3.821,131.0103333
3.821,131.043
3.815,131.0756667
3.797,131.1083333
3.781,131.1499677
3.755,131.1930968
