-2.2607233791916714e+00,0.0000000000000000e+00
-2.1799351083377108e+00,0.0000000000000000e+00
-1.5894991480147294e+00,0.0000000000000000e+00
-2.3351670170141143e+00,0.0000000000000000e+00
-2.2544672493395006e+00,0.0000000000000000e+00
-2.3016803137218176e+00,0.0000000000000000e+00
-1.7841072784709169e+00,0.0000000000000000e+00
-1.5321752712840531e+00,0.0000000000000000e+00
-1.7305683505019269e+00,0.0000000000000000e+00
-2.4192926506859860e+00,0.0000000000000000e+00
-2.0400751329143638e+00,0.0000000000000000e+00
-2.2427381702567422e+00,0.0000000000000000e+00
-1.7229544767942073e+00,0.0000000000000000e+00
-1.9161173465686150e+00,0.0000000000000000e+00
-1.5496999019554445e+00,0.0000000000000000e+00
-2.0619000304182498e+00,0.0000000000000000e+00
-2.1777112071508800e+00,0.0000000000000000e+00
-1.9675949806127351e+00,0.0000000000000000e+00
-2.2436411125038287e+00,0.0000000000000000e+00
-2.4544601398983441e+00,0.0000000000000000e+00
-1.9950236236741217e+00,0.0000000000000000e+00
-1.8037614028043967e+00,0.0000000000000000e+00
-2.4087810559178791e+00,0.0000000000000000e+00
-1.5928802877444572e+00,0.0000000000000000e+00
-2.4690852936912133e+00,0.0000000000000000e+00
-2.3479635155478498e+00,0.0000000000000000e+00
-1.5184796908340352e+00,0.0000000000000000e+00
-1.8795882826965680e+00,0.0000000000000000e+00
-2.2012334796791801e+00,0.0000000000000000e+00
-2.1386753329059260e+00,0.0000000000000000e+00
-2.0190311957989997e+00,0.0000000000000000e+00
-2.2021531577441431e+00,0.0000000000000000e+00
-2.2148126750054473e+00,0.0000000000000000e+00
-1.5758063689957118e+00,0.0000000000000000e+00
-1.8710975066277493e+00,0.0000000000000000e+00
-1.7449685766962315e+00,0.0000000000000000e+00
-1.7861076290648932e+00,0.0000000000000000e+00
-1.7772422288492991e+00,0.0000000000000000e+00
-2.4301629709460797e+00,0.0000000000000000e+00
-2.0131654912398909e+00,0.0000000000000000e+00
-2.4111391382810550e+00,0.0000000000000000e+00
-1.7403779539326836e+00,0.0000000000000000e+00
-2.0761827380627680e+00,0.0000000000000000e+00
-1.9030173620602167e+00,0.0000000000000000e+00
-2.4135837692936377e+00,0.0000000000000000e+00
-2.2270389649602422e+00,0.0000000000000000e+00
-1.8761923322951031e+00,0.0000000000000000e+00
-2.2778648945479079e+00,0.0000000000000000e+00
-2.2745523122874021e+00,0.0000000000000000e+00
-2.0658596050543001e+00,0.0000000000000000e+00
-1.5126929756866447e+00,0.0000000000000000e+00
-2.2890104098098587e+00,0.0000000000000000e+00
-1.6467852956240976e+00,0.0000000000000000e+00
-2.2158856598526637e+00,0.0000000000000000e+00
-1.6636345109739477e+00,0.0000000000000000e+00
-2.1332806226864016e+00,0.0000000000000000e+00
-1.5648525364857462e+00,0.0000000000000000e+00
-1.6400951161105322e+00,0.0000000000000000e+00
-2.0090891006194975e+00,0.0000000000000000e+00
-2.4779214012726389e+00,0.0000000000000000e+00
-2.1378828024766650e+00,0.0000000000000000e+00
-1.7635550793016095e+00,0.0000000000000000e+00
-1.9806293643682358e+00,0.0000000000000000e+00
-2.0770476563378333e+00,0.0000000000000000e+00
-2.4709670820449712e+00,0.0000000000000000e+00
-1.5907582920622312e+00,0.0000000000000000e+00
-2.3878204156682346e+00,0.0000000000000000e+00
-1.5198336103656762e+00,0.0000000000000000e+00
-1.8121712997482411e+00,0.0000000000000000e+00
-2.0126692648931299e+00,0.0000000000000000e+00
-1.7640916535402671e+00,0.0000000000000000e+00
-1.9113306163426209e+00,0.0000000000000000e+00
-1.9715481456214836e+00,0.0000000000000000e+00
-2.0443554683498730e+00,0.0000000000000000e+00
-1.6716965025627455e+00,0.0000000000000000e+00
-1.6296079445798632e+00,0.0000000000000000e+00
-2.0085100728531633e+00,0.0000000000000000e+00
-1.5304695018008072e+00,0.0000000000000000e+00
-1.6112040293024998e+00,0.0000000000000000e+00
-2.3617353459993060e+00,0.0000000000000000e+00
-2.0634493406115109e+00,0.0000000000000000e+00
-2.1560891571976604e+00,0.0000000000000000e+00
-2.3810725215852604e+00,0.0000000000000000e+00
-1.9517551251228911e+00,0.0000000000000000e+00
-1.7409742638694112e+00,0.0000000000000000e+00
-2.4675984613598994e+00,0.0000000000000000e+00
-2.3983926612254791e+00,0.0000000000000000e+00
